id_estante;id_producto;cantidad
4073;2C2SZT97QYTXG;29
6886;ZZL9741XGBD25;54
5808;C17MO42228R74;81
1531;E97LX21VGI96I;37
4608;S20X1QN960QO0;48
4658;M4750N4N8YKB9;27
4289;3T8704J686TQY;95
8601;29O4HO8DX0H8Z;46
9882;YWITIJ84LG624;10
4889;C0Q07J1P8F00K;29
2548;9ZDXO9L5A586T;84
6476;5O9783Z5MCCZI;63
1487;9VKB5NE4W07BN;93
2089;5D35D1703WXE0;40
9529;F9JL54CP6PJ4P;27
5297;T2O29CMC4K485;45
8278;QO50H4QMPU9P9;80
8466;COPGX6ZIT24GE;78
8440;9TXEYA9778RJP;96
5810;5690C9Y5I9295;60
5452;1FXNK592UI742;62
520;A8YW990YS5YM9;70
7907;JCJ1WMX68JG67;74
8795;Q548S072S85F2;58
8464;MD4VIDNCYHCL2;59
8608;5UPOT9VY3V16R;45
3280;D827MQJ6C6FXW;91
2554;199486517F7AA;24
9015;S5HEB18333JR8;90
9252;8Z460EXEW8598;15
9401;26DS88Z5DN884;57
3096;ZRDIBFL24Q78X;72
3307;PK76MRV161W7C;70
6147;B217CN460LB25;68
7523;67KU63J1C06Q1;68
9252;0RLI2LKWCOZ24;48
641;4NN4PJ2RX2JEX;29
1104;8U4Y45KG8E79J;95
2324;CS7WI0XC150DC;31
2542;PFXWRL19S5WNP;59
9057;OBSR4B330Y73Y;16
3275;J82F63U91DTR9;84
4815;V22VS875K3OVN;64
7702;HH6LJPMHW4I95;77
9293;G06TPIZB98396;65
6673;89YMRF158076N;83
3832;O7A2EHS5XGJ75;99
9468;PK7D68Z96O9Q3;46
6058;835TIQO9G5838;45
5729;4SXE2V5758H91;39
2306;2R19ME64ZCIN5;90
9094;04G0C02Z0B5Z1;64
1595;64OTPS22B9M5I;40
5465;R28K3157T9E77;33
4059;W524W1NMG55VV;53
4995;1067481K0493M;25
3064;29V758C42UK72;84
3210;NZBD590SM908O;46
1942;J7T0IR69QYAO6;27
9241;28D0I7P6A9SD5;56
2715;ZC75ZS3581993;69
9546;W59S6D2VSKC97;71
4759;A1B52916G6F7R;61
8707;OPSDVSR1C1C84;57
1241;1W47267880L5F;75
2984;A7NGQ6YM87NB3;80
4576;NT3SH81G3OM1W;98
2004;LU0M61G39T3TJ;35
7702;HB9JDY444ZV98;83
9032;0YS44UO78UJX0;63
2413;6Q0ZVY9W1LT0C;64
9628;RJ4BYGPQ9TFCH;14
2277;N84TQ221WV269;52
6604;T0FDX706W080J;66
6859;8FBZJNEU1T925;82
9684;69X2YDFTE951J;24
1142;Z002OEP0N3EGM;36
6489;8UPB0BE88QORD;16
10016;UMX78P3PG8JZC;18
4522;918LMWUT7AIK3;24
8650;13T5J57Q6S7C3;15
8747;UU743715R3SNI;28
7702;73BI3MSXINX66;89
666;CPDLW33ONX869;25
1170;Q5FYV31HPZUNT;79
7455;0QY6148SQ5SB7;47
9138;2I51A85OATLNJ;32
8397;12R49M07Q33A9;38
7573;EP4881UEUZ1L2;80
921;26N704SA9K9G7;62
688;6X1P3HKD4BV38;69
7014;2E6011F379V0N;45
2912;E5NDQ8X377QE1;74
9933;T095XWBF1PV3B;54
5464;8D180BZ22657K;37
7511;PB570G8D30A3O;66
2670;142HPLRQA81W2;32
1516;60TCN6JV29B4R;49
4830;Z57Y90F5Y2677;30
8971;VV3M52P2VJHUD;80
6673;4E1Y48BE5YY91;88
4998;I4EM3YI398XDK;57
9694;DQ60B7FFKL872;17
7564;59B4RH761F68F;75
2306;ZSL44ZA1TD839;24
896;F55DT7G1AS722;23
5639;D60T978IN01QZ;31
9347;26U2C5HXQ3123;20
9756;MVE3E8WHRQ3IZ;17
6980;4S67YKJU2Y1ZM;58
6941;TPZD74RCYVHAM;28
9870;4267O5MZVFM79;97
8286;12PRZH6NEVS16;33
1602;116Q2YL660W7E;99
5846;H622783P5LS24;38
8725;1R079KE01E30K;28
4572;Y8WF3PR82C950;19
3536;00CBK38W13IC7;57
3742;U8SOVR7Q27IJS;59
3405;GU10Z0909H144;84
4217;CI165Y11KV2J6;74
2378;8OD44XG231WU7;89
8374;5J6S0HF97P31R;46
3569;Q34LM4O6D86G8;22
3280;V9G7M6E7H420Z;41
5388;8FBZJNEU1T925;52
9134;O5576J218J667;58
9453;E4XDOF6DF63N3;90
1676;CNXB0T690TTD9;35
725;YUNQPFT7R0390;12
2545;RP036AZ936696;49
5382;SY3U3OU8O1DJ3;18
9208;39YMQN1OET84A;67
6832;HCG4734NGYAK1;77
4889;I25A2NH05FFM2;37
1897;ISE38AKR6H4S1;47
2340;414Q96GN87IHP;58
3125;ZDJTJV8IVBC62;65
8376;6T1M77G66KVHM;42
9440;M13CBOP9V0BO5;12
3288;IXYK593973FRI;35
1193;12E310153O1HD;16
8788;1DO9I4D3N76E0;92
4576;YZC94QF9T4313;89
1858;SA54135F78C1N;25
484;Y40796ZA67FYZ;68
1602;D4JHSK7Z5O27D;51
9546;771ZIS9V5M68W;90
8922;6A073F5UE7DVW;76
264;63IT27ORM7Z3S;94
3611;PZJ7S5LW71F58;30
8415;736CDG1CC0W58;21
5323;5Y1D4T930S0M5;44
8059;B205X3FCE8I03;100
1193;FL0AZH8F108W3;91
520;67D65Z0X17B61;60
7067;659VF47HW003K;61
1754;89QX78W9RA23G;79
2995;F788ET7QT7P55;54
7222;4X6R7SS7M6D03;39
5927;13LTO8VFB9WKX;65
3371;2Z00B4770L215;44
9118;H6YL8EPT09UO6;19
3991;4SBL523U91G18;88
7232;5690C9Y5I9295;52
6645;0RLI2LKWCOZ24;32
9526;62DK710CYPEVW;70
7219;RSX0PAO9Z195S;25
739;PA4A5OW343UMO;14
9210;7E3DD27PF4WS0;86
9425;D0K1988CWCRBV;27
3029;6K8A03TJ97283;64
2192;ZU6T9W696138R;59
6886;60UU78WN44PGP;48
9769;F10EGN720J1WY;10
5229;NT34GRWTLYFES;65
3076;5X5DTA3V00WNZ;42
4261;YZC94QF9T4313;11
1033;6BR9L12P777J1;84
5729;J48O89ILA4GCT;91
325;1PO0XK7K730B5;63
6643;OEP6688F5604J;84
8327;QMW21JTFOQZSC;85
2996;U2K884ZDV5DSY;47
8479;V75LDG4H77M97;19
9595;VL555U9Q4K2F4;26
7232;91T3PP77HU16H;28
6542;M3OT695T4PMW0;32
2684;4SNUFRTE4T58Y;73
564;7GR3062316W6P;23
8901;VLO635SN270J9;82
7703;G5BP17N9V975M;47
9123;6HY32E2MHYF7K;67
1516;GE451132FO7M5;53
9388;5YIW8RX9JP0R4;73
1160;D172Y1732R5FX;52
8080;XHL20447DC47I;98
2177;39W7LXSE0AXQ5;78
8695;2H66XFR1341WT;15
8469;9T4X013MU615G;39
1290;NB3ETO1S8X572;12
4594;AZ1845RQ5HS9V;66
6572;6AH2L54JH7H74;83
3104;XJ278XX09H9E2;17
5240;6OZ51B9142L2J;38
4965;CE6LM1KTXEL1D;94
3337;01P4X4E5N39MJ;79
5032;OU337LK4WV930;61
3384;2H66XFR1341WT;86
2670;0J1JE46T10K42;17
1044;DZ4C85694I3F7;83
1402;2H66XFR1341WT;22
7685;3PE4N8MV1DI00;84
5658;WFKL42324P257;83
8362;N30I0VA8CA1KQ;34
9744;51E613BX4V3TZ;33
6015;XM012038N9QC6;98
3619;36A12HL024002;83
2727;4IB01SSJJHT5R;73
7887;F64O63J664DUR;85
5211;Q3XS4USTWJFLP;92
6573;Z16Q0ERL07737;39
3530;3R48E77U4ISP6;46
2503;7Z86XQ57WWAEA;57
5525;N3NIW6E18CYR0;14
5991;AQSL89Q55QC5N;66
2912;3LJ4E978ST0Z3;95
9490;GHIAB18ZY59TQ;77
616;O31UYNYP2AM3T;97
3371;IXYK593973FRI;85
4775;X3JD4QLE7SR1I;59
2161;MAH64W9D30A5W;84
5525;W02MIXD4RB4OK;42
7226;EW1655C0DK9U1;55
7564;Q254U71F08226;26
2786;P9CJOSM080WFZ;53
9241;0QP7195V4M666;75
3172;0W0VRDS4UX1GK;59
2912;93D9F43778XOT;83
8405;2XT7492I4CY3D;22
1033;91IQ896W95J15;81
802;I90HDB2S7W42Y;21
2089;ZIFY5F9B6866G;89
5240;O25T3C93HFD6P;52
8695;978X51H27K7B1;82
2797;289IS9WFV93XM;15
9770;5GGTM99J77241;62
9933;R62ZS202OW054;69
896;91X88M08CPJ1U;36
8034;GAK558606S6P9;94
4151;41D210UMR4F43;11
820;G3B91572725G7;89
9561;TB06R768X2XY7;83
9032;2PAFO6WZ38MT8;45
8945;JY54HKIK191RF;24
6480;3HD871447GSDO;85
1735;W9L56IWF8CHRD;98
9618;Y743A49487PR9;83
8340;NWTEWF74YB18M;27
4982;1I589PG3576N8;12
6673;CN033762QQQUI;12
9967;22217ST076UOT;97
8336;4FPOG08A22999;30
4723;1CGP5EH88LQ49;16
1741;0B7X7Y0B5TL19;46
4718;T977FQC70APPC;94
8044;ZEB20Z0W4WZM9;63
10056;KZBXC0BJXY3N9;11
4864;5Z1IQ41B73S61;39
1200;8J27EQTE4N84J;11
7058;6391JI87JGI4V;92
2957;39NUG2S7HU1Q6;89
5592;652P564BY028B;14
6980;XX44RM5N80WOM;25
5583;40EZI9HQOH808;76
8420;409QPAZINV380;19
4830;8PWX2829RUE35;92
8601;X6RA9209IOR3I;93
6563;3XNN6076F17HP;21
3559;I02L5C9LA49LJ;62
9198;22Y14Q24Z75VA;88
7103;4Z96A3TH9IEXY;85
6529;9H512JQYY9I50;90
9526;LL118KL6P22KX;10
7404;3ORR4IP6JWY35;98
8183;ZJ86O68RY3LC2;61
8695;O3AG44RK6TU3P;76
8973;F4AF9JL521707;83
6649;IJ09ZNJ3AQYC6;27
6832;JRDGD3J36HA27;59
3738;VDK295X4S99A6;45
5353;N2Q39E00K8H98;31
7713;U663D2022V524;40
3972;QT07U58MXW9WJ;89
5729;73573BJF95BJY;30
4830;H395I3B6WIABG;16
4759;OJCT22X5V3Q22;25
202;SA72CVBUUOC1H;80
8986;QCU976ZO747US;59
6606;BS0EH0C8866K1;85
2359;USYG5E8935612;20
8034;R1Y47GVEV0LE4;95
3623;PZ2VAUUF4ESL7;95
5915;8DJQGVX60D9IC;92
4200;8JS317SQW6924;73
8034;K7E61XYPKJ6I8;82
2076;9FOO7QNMTXNMI;24
8569;ZY3BYC7O17JK5;76
255;23TEQ7BNEMVDY;43
470;536V0YX21VIOT;79
9602;7XYK60I6JBJUK;79
2707;8ECDFCQE305YR;79
2177;L5KP631956DY3;85
8696;DJ5O77S915LKL;56
1909;249369EGDP50I;61
484;5WNP763TUVXNL;49
4010;17A0I674B46V8;53
5012;XP9L0178Z21CA;52
8509;F9641SG467J1V;34
6214;46329TSK03RXL;55
5585;BK0TK7X6U9460;25
5431;62CN00M33E52Y;49
5614;I6I7Y00E074NU;26
4964;CIPM90462U6HC;70
6764;XO9755OM155C7;94
4637;5U243HX76YWPW;76
4771;838Q8PHV541M7;59
2311;6EZ22XWXTK46A;42
2006;CGXSLX69832F8;79
7502;54H02SV5XNRO7;64
8935;Q998HC70QNHAX;46
5353;J7L1S44UNWWHX;12
6167;N8HXJG96X2BMO;24
9401;EJZLPGWC86YWX;63
326;7FC5Z2Z3483E6;17
8376;WW1G7299T7ELZ;85
1837;39W2X3YE734DR;70
3773;GU595637IO01W;90
2891;MWBU33QYR421D;72
8539;AHHS662KRP04A;29
6726;T1MVUX152DLFZ;85
3569;964KW7W73WEPP;58
641;C5225R4X5SE3F;54
2933;6DPFH2V200G10;95
3860;6QZYSK89ZH2HI;73
3096;357EDOJVUOR95;51
8247;9G71JG1P0H3RW;56
786;M49Z778Z7BI7G;92
5144;S4RYK4O5VY880;71
8034;FR4MN91452A69;94
5321;76PTBK417R128;12
1253;K1QJ9746V9ZA9;77
9099;Q34SG09KQJ6K1;27
8872;9IO2D18VKO4QD;84
348;43P85E041U00O;79
5629;K1QJ9746V9ZA9;10
8692;5BJE47Z8IMY6H;78
5956;5KQ01D2AO55IZ;53
6603;WOMO63D2K2WC4;57
7674;6OMFXWA814AII;71
8405;IFW442J4X5S14;14
2719;6IL8F9AU56XK5;21
6061;379O3C5P2D9X1;93
8935;VB00C6BED4E80;33
7255;4UQWUE85RD1B2;63
8874;1NNEMC6608ECZ;69
431;1451MX3G7EW35;91
6570;5Z4WUGC3R50F8;75
5332;B4X33H77G20NS;100
2432;2OY9HB6GO3Q2K;32
4388;78NTD04G997BS;27
2151;263OQ03N86I3Q;47
3860;6HLANJAM66JRD;68
2884;Y34WJUA6E7775;66
2969;PL07H9CZIRIAE;58
1106;325S9G30O82PI;97
2324;K24M9D5MW0W2E;79
4456;8UFW7860VAL3Z;77
4089;35X6T2ULV0Q31;54
3303;M4750N4N8YKB9;27
9490;QYVY33K5LV461;93
8509;N14G92XMRYK26;30
8935;FOC737JTZK7MH;82
4518;A1B52916G6F7R;99
3724;C8HA58ZBW656B;41
6628;SO94WB4GE8DS3;22
2834;DHB9KXHG2G352;95
2670;365T84GY9V1YG;54
2076;22I8Q068P4925;12
3347;38533YPER370T;78
3807;ILHXPIEF0F00Q;68
8039;4K7HN28P075AD;91
5779;Y89002N1ZX3Y0;53
3280;822BC41084FU6;44
6436;27AKBFRY7GTRB;72
4624;4E7I3ZW60L342;16
3205;46TX7382OYZWR;31
5779;I283XE10858LD;61
4769;OR19725981JQA;87
10089;BS0EH0C8866K1;58
9290;34EUH9G6M1Z68;57
1231;6P89K971E3K52;28
3029;M3HNRNU9EO86C;48
9475;F658FB9HGO3MF;61
1741;NJZ58LI1IPDHZ;80
2945;8A3C51Q4GGZC3;33
5614;5MXZTF2IEJR21;30
3351;3O610T1IMCNL3;72
7898;Z90712B085F2C;82
8333;7234D29UFTNV0;91
4151;215B29226WW8G;89
2653;IRP9AA6W9Q189;54
1443;RV1PR6FMFB213;41
8032;TE18W89L26G65;100
8039;RSX0PAO9Z195S;21
1033;46BPG3L2R9577;42
9094;7BL6Z8RQ0HDAO;93
5222;C26O685Q558P2;76
4368;J69PUO5E08HR4;28
4151;BG1HESUO328E0;84
7470;WF488L9GWJNRY;55
8515;595GU0Z8E9ZZ8;34
3186;JTWP62NYD8V86;18
913;IQ68656Y8L9N4;66
1402;Q512OL31I9EI4;18
8147;Y8HL412RXJFB8;76
784;5P1FUA0722O89;53
3099;1T7319340E74S;25
9241;U2P5489N6I18R;94
5729;3423913380SZM;51
4778;LM8NXWJVP7FYK;64
201;5Q900RGPLJ606;53
7988;41ZBJLG3I10XN;34
6643;129R9QI151730;65
6887;MCNO3WU9N4TWL;66
7048;P4I3377AJZ490;79
4078;2ZMCH0F8FS5FL;97
7999;J5QXN54V0FQ83;64
6610;SA96SJ88MW646;71
2976;S1G892OB8FY14;10
2658;YCYMD6X77XJO3;94
6919;77PUZ8M7TRE60;30
2521;14860E88LS93S;60
3991;3AU927T3D5M5Y;63
4658;FFE5H208VKWXM;10
9751;22OUZH6YAZ54Y;97
4686;407G28TG2660G;17
6365;O622AUJZE8710;98
3046;F658FB9HGO3MF;76
9526;4EJ48S2LCMQYY;75
6486;3418YRF09C48U;94
3076;396DASNW2M61P;74
8191;00CBK38W13IC7;28
5751;40J21FC5B930M;69
786;AZC4977U6GV03;58
3002;3JI48Z478671L;13
9987;04OQR8G6T65XJ;74
4504;9N367KHXD32PX;14
6081;9QRA35G81OY06;38
1735;J2G1JA5Y91GB7;85
5155;B700LI880KBLA;95
7067;726WCF4B4LNQA;86
2399;O4E4T2MVCG69E;58
1741;P040OMX40533A;98
7972;FB66S7RT0YUHN;65
5233;3ZY2H12B6R530;92
1196;ZLAF852Q7UA73;54
5062;0S69L390R6D13;48
2412;1IISGE0PR7GI0;28
4997;49Q0229GE022X;70
9388;9477VV1SQKCQK;96
5915;11MLDPZ1AEQ8T;91
101;7CUD5W20VF186;46
3145;C26O685Q558P2;52
6980;I45HK1FOW306F;64
1251;0G7755K2OBHD8;51
8602;S15NXX9P359PL;51
8032;E746F022STY8K;49
1393;9686Y8PP92NP1;74
6440;8J98X5W97C35T;26
7223;KN3V522M9P9I3;78
761;1W8RSR27HA8M4;87
2798;203Y50KGEN763;28
8247;ZQ0P5T8K92183;80
5676;ECI9DBYYXF0K9;93
9315;1S6XAT2Y95504;91
4151;3045KXYQR12X9;49
5142;DHC028X0D9X20;10
2257;7NRT24L75PU3E;15
6606;3EZ416G0I7M37;47
7326;812D57CO0T0US;35
5760;WFDY58C5X0OOQ;47
7972;Q1P8GN4BN69HN;30
5583;2BM569829807N;36
3238;O6201922SVJRW;14
1516;FIQ67UK52N624;33
4845;T65PPWIWR9HZF;80
6155;A2YFLST7H06JK;19
4593;4449KNOP06377;84
4293;A6TK763WXDUM1;53
8806;IZI0PL692UO44;52
5573;91I9VS7N0224O;95
9138;EAIRID954J786;47
6628;SZ2701L2855GE;71
3307;M9730P2678J1A;65
5204;1A6R885PO4856;40
1246;H5TO6LNT05U8R;67
8415;T7WK1ZISMWG08;41
9015;7VSTK6BBSCZ9I;68
820;29303NDAHT7Q8;37
420;BD7POOVM17XOF;91
5808;4I6QGLW5LQ0DP;64
6012;A15O0X090W1MZ;49
5191;RX20H311COJP7;98
1932;6IEAK098N6TB9;80
9425;6X1P3HKD4BV38;79
5431;TH33EXC732J3U;59
8666;A49549CY53SY6;99
6952;IHJ60V99V9Q3J;85
3280;62M5INUK121BD;54
9672;OF677ZG15V8I7;28
8039;4ZQB2QDIU7OM0;25
9978;K961ON48G9IEQ;90
8824;EZ6UY1YQ9Z0I4;31
4572;9C7ARU965YZT3;47
9757;28N15YLFF64W8;90
7172;4J7U9CF029H2K;54
9116;FSZ527NVMYFK7;81
10056;83368330358LG;95
2268;NKMVKW5OK64H0;41
6431;91Q4TZX8820QS;74
4712;Q8A9C3G55LO3W;65
3302;4J7U9CF029H2K;54
1196;64JK2DN0UOFE3;22
2897;QP8SS7370AW85;56
9315;9T92ILDZ850MG;97
2593;8862134Y3WU22;82
948;EJ04Q190QYRY6;94
9118;9CDRZQM3C4B9Y;99
6012;J8M41Z0I8W623;78
5808;B8QNLCV8G05QA;63
716;QM5A8A3488QP7;95
7373;0443K01H5V540;68
5297;18665668E7VAB;63
8286;PVN838F5614B1;31
3097;2L5BV8ZB6QY42;51
5532;WQCW6T8DCV127;21
8191;0S918O11787YY;92
9933;Z3D3ZVVHVGY17;68
1364;CQX57FW6H7850;88
6092;3DR2Q1B48K1NI;56
7478;S096FOD6P6QEY;71
5032;V7L5ZE1Y0Z64Z;57
4986;25P1B11ITU832;33
4183;Y5R833Y17B49D;23
1402;3667688N1Z2J2;65
9982;ARLPXLZI7WC2B;26
4604;H89LSZ96451C8;25
132;HN9290GR5L3Q3;50
202;AO61L7TA883MW;87
3848;YIS9HH020KHDD;70
3894;YLH93YB4P1973;18
4356;9S88509C7M02M;17
2939;D1Q684GZW8050;39
1638;ZA3699SC9C1GI;35
8460;80588P2ZS18QF;56
3700;L72T590MX9XV6;89
5583;4UQWUE85RD1B2;37
4281;25Y7L0ZL50OTF;89
4637;2STY33HZ08F61;48
2006;0C61E5BEIYO00;18
5306;ETJIBZP9KW206;34
7900;52J3O5857C0M8;65
3172;2DVP584O173KV;71
1310;R49XR2C0NB8IH;72
7478;99890BI26PP5W;69
1744;6VI252L00KWEJ;49
3424;S6CC5T5937D87;87
6941;03AMY57S9317Y;64
666;YCYMD6X77XJO3;25
5614;E9O4F9FGHKZY8;35
4395;QE6457OCVF485;28
8503;4050I01A5B0P1;29
3521;SD82YCE7K4413;31
231;850TY1QE1ZM67;86
2076;F4032016YH00M;90
9277;F8UU27VV2VT46;92
1636;7EDN1XQ8B2202;73
456;6L60JDI848839;96
6643;IZZUL2F165JB9;23
3415;UA09WK8IJ5638;89
4730;1W592NNQ17FOB;70
7668;4JAV93ZZ09Q0E;65
8397;SGPGSUB1T13HU;96
9017;661Q4VOZOHIUR;25
9468;AQSL89Q55QC5N;44
2707;I90QNR1893VB3;47
3807;7K321S1337I32;56
8539;T2DI96SDYHW3O;77
9291;M66DD818G7B77;88
612;C7782HN971J77;16
7391;O1YFJDP98886Z;46
7277;17FT54LXS94ZP;36
6365;32E0826FPW037;26
5235;J0D2901B6Z9HX;63
9293;310628SGYU486;98
8945;63027V9UIV9DR;78
4042;FGSWAGDGB2Q52;67
7014;46TX7382OYZWR;76
838;R6G2BLQMPS928;44
3405;UFTO905JM419V;40
8333;708NRH4X9O6EN;62
6189;CVD944W5H6OY1;37
6859;6D2V229P855PG;75
6167;02XQ3376NDNN1;17
8857;49Q0229GE022X;81
4388;1VPF3P0Z0M6BY;45
4702;SXSD84R5F3N7B;94
7742;17LGRKRDVVZ6R;53
3475;9ZS3G7963S4NP;25
2359;8JHR9G5N74WO0;97
6335;55C4DT159XPK8;16
6291;AI3JWP1LU63UJ;25
5211;P532E51B45105;60
7751;8O94W05ACBA0G;46
7742;EOGVD5PC8C074;100
5991;Q8A9C3G55LO3W;23
4887;172U54CBJ909Z;70
7777;D990FP8CTUDB1;93
1942;6CB5RD83J4QX6;53
3767;CW18C3LESR89L;18
9884;77NNO1J22UJP6;23
9408;8OM28H35NVMG7;96
7972;J85V0EC51764Y;60
5502;AM1ZT5002IW3L;63
8672;8O94W05ACBA0G;24
7311;S235OTV8E1H3F;15
8539;J0BXWA4YTD2Y7;45
9493;N9O702W1TD1A9;75
6289;QD129LN9AY9Z3;89
3347;7E605I67QQYE6;65
3491;CCG93DR4G5D0Z;78
1741;862Y4K7855L14;79
7703;I02L5C9LA49LJ;46
1104;DT69IP1YBW707;12
5326;GCS9V7RB2K8F1;16
3099;QX237V3WUE88M;20
3075;278IKQR905E90;100
4261;5P8IONGU7C96J;76
8554;B3472S2Q6ZB40;58
9987;0P7YOT0RB0W93;66
5729;64JK2DN0UOFE3;41
7704;312GJHEJ2T8Y7;62
761;6391JI87JGI4V;17
135;V753DCE97M3QY;75
379;PHSV6UTPZ1BEP;85
7502;5A55FK0Q928R3;24
4887;V890045587LL4;95
7503;54EQ0YU380Y7I;17
1196;W95KQ9SBN1WL1;86
6887;9Z24Y431R3QNU;28
9674;IKD0Q97RNBTS1;54
7612;257FVD6EIJA78;35
5326;TUYP57YP2NKF2;95
3046;9LB29PD4C54A5;83
1595;WBOKD3HSAL3KH;11
9490;SR791Y2B930DQ;53
3826;WV8P68NE7HX6V;50
1346;XK160686FKP72;89
7103;NGQ1OGUMGQ5G3;73
4998;46NZW9DP684G7;44
3444;NQN48SUU959ZW;61
6452;QOR07DPL2LD7C;62
5502;86L9Q15VAR0X1;51
3970;USYG5E8935612;76
5957;XBU9N7AQ05563;20
6731;142HPLRQA81W2;20
3351;H2T77G85P06N2;68
3398;J8ERYU85B0BUK;32
2538;7L54Q40VT4AL3;56
6606;9G77X014KEY97;31
2538;HOG81NYZ7WUXI;30
3302;1F6H4E054ZT56;47
4368;XMFO8VM9SU9P9;71
627;1HRUSF5ZRRWWT;73
2747;JS7R5V8D1SN35;56
4445;JE0OTVP886EU2;90
9463;W7O633727NMJ5;49
7067;74VV6Y0K61RU9;48
5180;41WZ254A8Z5U1;70
688;V4320Q1Q5LKW7;21
6298;HN9290GR5L3Q3;11
5211;H6344VBHJN477;42
7121;4IBPK74EDJLZ9;56
5765;IM56Z40IH04IQ;48
2439;LFEEOR0880300;46
9497;98X19KS964UGH;52
4889;SE2S2JOQPOZ2T;97
1142;D10K8X9A82E4U;86
9032;3ZVP1R8GMI9Y5;16
3182;R8DH2J1O477Y3;66
7455;D43IGW3L7VI85;78
5921;5GYVAZNPL7828;31
2060;XA4QV49ASFV5A;41
707;F889XJJ887X8K;89
7703;J0D2901B6Z9HX;77
5751;9FTI7GRYF40Y3;27
4608;9QRA35G81OY06;12
7316;ZBV13J5A57WCI;19
4301;8G62G03NR20MR;14
4010;0Z09MX26EO35U;90
6061;2NM623VM0F0CO;61
1428;4DL1R79H0LTXW;16
3991;5F6771198ZVX6;12
3205;NQ7T51306DNZM;53
3355;XQH65H1D4Q9LU;60
1750;6F1FP2030NJW8;81
3848;H767CD377B3A9;35
7696;7FBVN64Q46M2J;73
8286;4I481XR78S1EF;43
9691;ZJB779XJTTS6R;38
4750;HW33660CV0SJW;94
8707;57TEE2Q6AIHOH;44
7685;ZEK697B46G192;98
3310;IG9HPR898IL45;98
7632;7HC6RO60U8Z3N;96
5388;69ZU79K3XG5UH;66
3738;1GO28P8967OVS;92
1599;60J9G831G9SRK;63
7139;1243OXV280TK3;62
3166;QMU5N66432FJ5;32
9497;ZJ0OH8XFSU65B;37
6036;56ZZ7SJSS3TS8;97
3177;9N70Q6RP18998;94
4368;11MLDPZ1AEQ8T;39
1595;413IW0Z6AY52C;77
5049;2CQ3DT9280LX7;51
6209;GHU4IICY7N2UU;14
2915;U5OI7F199066G;28
2939;407G28TG2660G;50
5140;543KCNJZ8Z88M;11
9163;GD1HTH537L592;30
8901;NWG017WF8J05D;54
9618;8G8036V8NPBG8;59
3205;825V28S2T9O10;44
1930;7TJ3WJNN92E0F;98
1091;2EDZX98J7RV2E;74
2797;1XZP11C3I4RW2;93
5573;DLH6674E643KP;71
2797;35SH9CE6AX16F;12
167;7HVHB2U5F25BU;73
4653;X3AN76L1M4E48;24
7588;53KY2F6X82781;16
7172;O33W03E7L351C;38
6092;WW3N910Q07MY1;46
7213;37I72SDZ6CE45;22
5306;MUY860410BQDX;16
3288;BY6W1S88269H4;59
7610;H26WRZ20L7219;34
9624;I4EM3YI398XDK;75
1191;L15VF735MLY43;65
4200;5O9783Z5MCCZI;17
4604;N6V6QH74GD9AP;17
7391;P0N3ZF24SS247;84
181;PC696M6U7SF58;92
6081;F9KB00HUB4729;41
4594;4663ILTSNU1IW;32
3617;186H0C7OS5C68;55
237;M900TESKA9501;33
8611;D76JD3P652P28;14
1750;38W4OZ8035J2E;61
8874;2V3E2I639OS48;89
7503;4GN70212RI050;56
8997;36933GQ20YO67;77
3166;79B369CZJU7OT;29
4623;G6M2BBLE4PQ4K;57
5123;B22LS7YB8HH2B;94
6178;1PZMJMRZ3OPU5;22
6563;3U3CEV513U8UF;78
4456;R1Q5B65I5DODX;90
8587;K9V4U4514V18N;98
9982;8D1X479D6LLX3;97
627;MAD83S9B39ZVR;81
5382;A2ZWS7T29VOU7;41
1251;QPQPDCB28IH4K;73
8503;C8HA58ZBW656B;50
7751;H95J95M04ZGI8;68
8787;GFA89P6260Y02;93
4166;2D5S5HI82G93P;77
7226;6WNM6Y654QF3B;52
2786;ZDJTJV8IVBC62;61
4624;462U0XBO98M24;82
9534;AS498R148IJCQ;59
8485;7U6ZQJU44VQ8H;46
8286;5959P5E433X01;41
8272;4H0XT5YHVXN5D;14
132;21R8669D9VH44;49
7455;9EE7V8VYV0SB7;95
7685;31S94572N8H2L;48
3492;WSXDDM76116QZ;98
7014;E97J4WFV3K3Q2;45
6362;9451E41K2179O;71
7373;9EE7V8VYV0SB7;39
6178;4263783J79U22;80
1837;W7548E54K5S41;65
7393;C122QY5G1L18J;19
7972;F5GCAE8F4S70W;90
3821;7BDO902J1ER19;48
5321;7VZW9412IAN84;55
9851;AZ1845RQ5HS9V;90
9797;440ZQ7VOJ3B6B;22
2667;9O5KVY1O1K605;72
5227;V9V2RDR77197S;89
8608;S5QVB0898LJ2R;91
6570;120WN9J362C30;11
9561;RE5SS8F0S2Y8G;20
6012;7HCJG5MI17888;67
3521;37KV01MPJPH84;34
5244;459L0Y0CI83M5;11
9770;LXLKO6VNYZ112;79
9123;KXIS8AUN2KBF2;37
5576;H9CIC5Q8F537Z;24
2658;8O12926JH2696;23
4778;Q1SZ0H91GB1X6;47
2820;39XK0Q798A4FN;41
370;D3M4JIT6YLWMZ;93
8901;SZ18LZPJ784FF;70
2650;31S94572N8H2L;24
6099;F33QE3PWL354V;16
802;5091J2T33S314;39
2852;71330ZFS4N7YE;89
786;7XYK60I6JBJUK;37
